Event_Date,Event_Order,Event,Ticker,Reaction_10D_%,Volume_Change_%
2025-03-04,11,ReArm Europe Plan,BDL.NS,10.385048979965195,36.05297678888044
2025-03-04,11,ReArm Europe Plan,ASB.AX,9.489047538110707,-42.89689972162613
2025-03-04,11,ReArm Europe Plan,7012.T,9.418983012470061,127.80361734333034
2025-03-04,11,ReArm Europe Plan,BAB.L,8.846145827640006,25.524884595381536
2025-03-04,11,ReArm Europe Plan,BEL.NS,8.724474208882071,41.748118859292575
2025-03-04,11,ReArm Europe Plan,NOC,7.660196714856715,19.200030373787413
2025-03-04,11,ReArm Europe Plan,600893.SS,7.202226886630991,70.9835000305241
2025-03-04,11,ReArm Europe Plan,GD,5.686048874644278,62.195025453010835
2025-03-04,11,ReArm Europe Plan,LMT,5.32511210762332,22.37407721957274
2025-03-04,11,ReArm Europe Plan,000768.SZ,5.222667508612222,67.50219446466504
2025-03-04,11,ReArm Europe Plan,CHG.L,5.220891215140755,-54.72629416491901
2025-03-04,11,ReArm Europe Plan,LHX,4.66929854237248,19.3789296120227
2025-03-04,11,ReArm Europe Plan,600372.SS,4.023962130293324,51.012931627974865
2025-03-04,11,ReArm Europe Plan,600118.SS,3.96539739350128,103.01255690776455
2025-03-04,11,ReArm Europe Plan,600760.SS,3.6018072995619432,35.00839834357112
2025-03-04,11,ReArm Europe Plan,HAL.NS,3.266777670746346,1.747351572875444
2025-03-04,11,ReArm Europe Plan,079550.KS,3.000009726538888,-16.963833639892545
2025-03-04,11,ReArm Europe Plan,LDOS,2.5776208842837267,15.658485590059158
2025-03-04,11,ReArm Europe Plan,FCT.MI,1.8105255930047193,-30.271501497278663
2025-03-04,11,ReArm Europe Plan,012450.KS,1.8018001824363417,35.39690917119891
2025-03-04,11,ReArm Europe Plan,RTX,0.6046861333878217,-5.36593510312422
2025-03-04,11,ReArm Europe Plan,AIR.PA,-0.6703267738928709,-19.079015652563058
2025-03-04,11,ReArm Europe Plan,SAF.PA,-2.6122462289701276,44.7792976020013
2025-03-04,11,ReArm Europe Plan,BAH,-4.020941655853882,-7.110929109879393
2025-03-04,11,ReArm Europe Plan,PLTR,-11.145256937937509,3.1164483291344025
2025-03-04,11,ReArm Europe Plan,BBAI,-43.21428355513783,27.382832762326693
2025-06-13,12,Israel-Iran War,079550.KS,35.48388177577022,9.639130286996211
2025-06-13,12,Israel-Iran War,PLTR,9.552142837174205,-4.623889080288645
2025-06-13,12,Israel-Iran War,BBAI,8.571426802088421,124.45561602241267
2025-06-13,12,Israel-Iran War,KTOS,7.808252414372441,53.11572937573465
2025-06-13,12,Israel-Iran War,047810.KS,6.390126720392542,-12.020545194491339
2025-06-13,12,Israel-Iran War,600760.SS,6.139997842261291,-21.369989111434016
2025-06-13,12,Israel-Iran War,ASB.AX,5.423723553419535,68.84379269536728
2025-06-13,12,Israel-Iran War,RTX,4.8238683954911155,31.672854749857528
2025-06-13,12,Israel-Iran War,HII,4.684529753713829,73.2086344527892
2025-06-13,12,Israel-Iran War,ESLT,4.602338936339012,68.27506975217463
2025-06-13,12,Israel-Iran War,BEL.NS,4.4919402039359735,137.0262679095769
2025-06-13,12,Israel-Iran War,012450.KS,3.6464108245528593,-26.03980579744938
2025-06-13,12,Israel-Iran War,KOG.OL,2.9899408743637723,-15.685863613607708
2025-06-13,12,Israel-Iran War,LHX,2.8001750735298536,28.616396440755466
2025-06-13,12,Israel-Iran War,CACI,2.7298176700643273,3.6520415926959204
2025-06-13,12,Israel-Iran War,GD,2.1122692894958828,28.769850789233796
2025-06-13,12,Israel-Iran War,NOC,2.096399472984678,51.174661344152874
2025-06-13,12,Israel-Iran War,LDOS,1.9813146145513105,73.83734910787285
2025-06-13,12,Israel-Iran War,AIR.PA,1.306403444716775,43.29493591361284
2025-06-13,12,Israel-Iran War,000768.SZ,0.3645182626589305,-30.27596863254043
2025-06-13,12,Israel-Iran War,BAB.L,-0.28383011495962673,-16.28654530663426
2025-06-13,12,Israel-Iran War,HAL.NS,-0.3246904641385995,-13.322539960065683
2025-06-13,12,Israel-Iran War,7011.T,-0.5763737713908035,-28.22576450100427
2025-06-13,12,Israel-Iran War,600893.SS,-1.276605412289522,-27.549531807292173
2025-06-13,12,Israel-Iran War,BDL.NS,-1.6342595098508106,27.015048218735927
2025-06-13,12,Israel-Iran War,BA.L,-1.6835012363228041,-8.526206603531605
2025-06-13,12,Israel-Iran War,RHM.DE,-1.7058149601426265,28.918840432188397
2025-06-13,12,Israel-Iran War,600372.SS,-1.7487757772812085,26.403998620665337
2025-06-13,12,Israel-Iran War,LMT,-1.9161636661211179,44.462092462140966
2025-06-13,12,Israel-Iran War,BAH,-1.9435799144624677,9.056398542448463
2025-06-13,12,Israel-Iran War,SAF.PA,-2.0699978710106537,22.387251489131277
2025-06-13,12,Israel-Iran War,IDR.MC,-2.4543370438113943,36.92796184921983
2025-06-13,12,Israel-Iran War,CHG.L,-3.092790750242169,-47.0438099609504
2025-06-13,12,Israel-Iran War,AM.PA,-3.2360396968593497,54.17981267453642
2025-06-13,12,Israel-Iran War,600118.SS,-3.6052459425632843,-32.73195615015171
2025-06-13,12,Israel-Iran War,7012.T,-3.6829850579494505,-18.013531850616893
2025-06-13,12,Israel-Iran War,HAG.DE,-4.591316136029122,-45.93644770973303
2025-06-13,12,Israel-Iran War,HO.PA,-4.627160099564797,14.615769221611941
2025-06-13,12,Israel-Iran War,SAAB-B.ST,-5.612039902638344,-1.126109631940897
2025-06-13,12,Israel-Iran War,FCT.MI,-6.262231199769575,-33.040022855443716
2025-06-13,12,Israel-Iran War,QQ.L,-9.573117805635112,-59.6987986030642
2025-06-13,12,Israel-Iran War,LDO.MI,-10.604332242619652,-29.770573658667445
2025-06-24,13,Iran-Israel Ceasefire,BBAI,60.6280268074634,61.53565800394028
2025-06-24,13,Iran-Israel Ceasefire,LDOS,8.559866238406567,-21.94710341393239
2025-06-24,13,Iran-Israel Ceasefire,000768.SZ,8.431162384022661,147.60419272110775
2025-06-24,13,Iran-Israel Ceasefire,CACI,8.329601613744186,10.260174537150313
2025-06-24,13,Iran-Israel Ceasefire,BEL.NS,7.591786851314719,-33.09012665161922
2025-06-24,13,Iran-Israel Ceasefire,HII,7.436972701458244,-38.40469048268339
2025-06-24,13,Iran-Israel Ceasefire,AIR.PA,7.204177300931303,8.359573825648114
2025-06-24,13,Iran-Israel Ceasefire,600893.SS,6.99814534008627,152.54528073182678
2025-06-24,13,Iran-Israel Ceasefire,FCT.MI,6.717453567980369,109.16636305780555
2025-06-24,13,Iran-Israel Ceasefire,BAB.L,6.470028687923324,156.01632106523874
2025-06-24,13,Iran-Israel Ceasefire,GD,5.402983092856517,67.3783043648354
2025-06-24,13,Iran-Israel Ceasefire,BAH,5.030824318921856,19.80830033612273
2025-06-24,13,Iran-Israel Ceasefire,SAAB-B.ST,4.90824415085791,-12.768201143990076
2025-06-24,13,Iran-Israel Ceasefire,600372.SS,4.886579458844897,119.91914925509306
2025-06-24,13,Iran-Israel Ceasefire,KTOS,4.513469186298491,149.78040055356817
2025-06-24,13,Iran-Israel Ceasefire,600760.SS,4.377595758217678,4.559517185225381
2025-06-24,13,Iran-Israel Ceasefire,600118.SS,4.047666408444006,138.61461588142046
2025-06-24,13,Iran-Israel Ceasefire,BDL.NS,4.040135825869484,-0.5336340057803479
2025-06-24,13,Iran-Israel Ceasefire,7012.T,2.038913797051989,26.77275587443546
2025-06-24,13,Iran-Israel Ceasefire,SAF.PA,1.9630612689737648,-5.21859828909681
2025-06-24,13,Iran-Israel Ceasefire,7011.T,1.8212366914046374,14.349232737786943
2025-06-24,13,Iran-Israel Ceasefire,LHX,1.7798697875268887,-2.2600801214126554
2025-06-24,13,Iran-Israel Ceasefire,NOC,1.2079987933718117,-18.38448552010735
2025-06-24,13,Iran-Israel Ceasefire,IDR.MC,0.7274709250485234,-16.083798287448193
