Date,Ticker,Open,High,Low,Close,Volume,Daily_Return
2022-01-03,AIR.PA,104.22061751519666,106.66099804320237,103.87199472525603,106.5509033203125,1320377.0,
2022-01-03,AM.PA,87.15760734049348,89.13846349056286,87.01940676645643,88.9542007446289,54178.0,
2022-01-03,BAH,77.23489386839618,80.35558784228637,77.23489386839618,80.24640655517578,1023400.0,
2022-01-03,BBAI,5.659999847412109,5.860000133514404,5.630000114440918,5.860000133514404,111600.0,
2022-01-03,BDL.NS,186.13827935592906,189.71233207087096,186.1142983204342,187.7933807373047,232362.0,
2022-01-03,BEL.NS,65.76876079057007,66.53697661458719,65.69037610764268,66.23909759521484,8974341.0,
2022-01-03,CACI,270.19000244140625,273.989990234375,268.7200012207031,273.07000732421875,87500.0,
2022-01-03,ESLT,169.48311008392045,170.42671149137857,167.53812316101622,168.43357849121094,18900.0,
2022-01-03,FCT.MI,4.686676979064941,4.725441932678223,4.651788234710693,4.694429874420166,170112.0,
2022-01-03,GD,189.3094103683711,189.80759579147673,186.7188599894293,187.9145050048828,721500.0,
2022-01-03,HAG.DE,11.901419148036743,12.0930682257316,11.80559415226187,12.035573959350586,128122.0,
2022-01-03,HAL.NS,564.3189414305886,579.0312217218537,563.4125210177765,573.476318359375,1104054.0,
2022-01-03,HII,168.7408836279539,170.9089851330257,167.31356771218103,168.0633544921875,416500.0,
2022-01-03,HO.PA,68.13314792906324,69.26021515045855,68.09679002713942,68.84210968017578,243345.0,
2022-01-03,IDR.MC,8.916619106550087,9.10433722450797,8.916619106550087,9.052715301513672,463912.0,
2022-01-03,KOG.OL,51.41824515812252,51.56028776490126,50.63703113973223,51.1341667175293,661960.0,
2022-01-03,KTOS,19.43000030517578,19.8700008392334,19.309999465942383,19.649999618530273,973600.0,
2022-01-03,LDO.MI,5.933636107277692,6.036944239689561,5.91673149027594,5.999377727508545,3684892.0,
2022-01-03,LDOS,84.36359185847508,86.12097040858467,84.10848456753116,85.28007507324219,914100.0,
2022-01-03,LHX,194.11177460357777,194.56643280729156,190.95644555979857,192.3840789794922,1031700.0,
2022-01-03,LMT,312.84299018757895,314.52769546913606,311.3876246890258,312.56072998046875,1205700.0,
2022-01-03,NOC,358.3437830090792,359.3809797388468,354.44499724182145,357.02874755859375,662100.0,
2022-01-03,PLTR,18.360000610351562,18.569000244140625,17.860000610351562,18.530000686645508,34283600.0,
2022-01-03,RHM.DE,78.74821357335661,80.2350959966887,78.67292675147351,79.87748718261719,73240.0,
2022-01-03,RTX,77.76873227110781,78.72638404374713,77.7596958696429,78.57279968261719,5169200.0,
2022-01-03,SAAB-B.ST,55.51190734866586,55.94615660091081,55.34302854923561,55.75315856933594,636700.0,
2022-01-03,SAF.PA,103.33852067656429,105.74218988846418,102.8234559797721,104.99819946289062,786437.0,
2022-01-04,000768.SZ,35.842821527194,37.35703479593798,35.6669774537478,36.86857986450195,45326979.0,
2022-01-04,012450.KS,52953.837709783504,53960.96674122989,52476.776982067,53430.8984375,569015.0,
2022-01-04,047810.KS,32243.310842803032,32340.870028409092,31755.514914772728,32194.53125,390519.0,
2022-01-04,079550.KS,65944.57901754232,68903.01888663611,65658.27838504937,67662.3828125,660583.0,
2022-01-04,600118.SS,26.958563931154515,27.345385982696087,26.789948851183425,27.008155822753906,19490695.0,
2022-01-04,600372.SS,21.565636572516677,21.873993968131806,21.064559710273308,21.372915267944336,19098424.0,
2022-01-04,600760.SS,45.98537224395619,47.21712224203672,45.93062650018762,46.0948600769043,16002364.0,
2022-01-04,600893.SS,62.698876705805084,63.45666047029643,62.078877950748186,62.54141616821289,26536795.0,
2022-01-04,7011.T,250.48783191445048,256.6097400582094,248.91099522889644,256.4706115722656,21934000.0,
2022-01-04,7012.T,383.60229225354965,386.7105988154369,381.4081951451268,385.0650329589844,6054000.0,
2022-01-04,AIR.PA,106.95458547964228,109.96377148327451,106.42247144255566,109.06468200683594,1588549.0,0.023592279447566256
2022-01-04,AM.PA,89.46092655670938,92.4091796875,89.3687951840038,92.4091796875,50968.0,0.03883997511022219
2022-01-04,ASB.AX,1.834385633468628,1.8668937019076774,1.8274195634421537,1.834385633468628,859419.0,
2022-01-04,BA.L,549.7787883331943,557.7697587393961,532.3984033131989,553.9739990234375,6085071.0,
2022-01-04,BAB.L,320.8192292125972,330.11690687791724,319.2196258014768,328.5173034667969,946734.0,
2022-01-04,BAH,80.78319755523535,82.79390586469572,80.54664159488716,82.13883209228516,1179500.0,0.023582682619042616
2022-01-04,BBAI,5.889999866485596,6.070000171661377,5.854000091552734,6.019999980926514,59700.0,0.027303727605233474
2022-01-04,BDL.NS,188.24910970749144,192.32688100566273,187.96126409953337,189.01669311523438,208698.0,0.006514140025206228
2022-01-04,BEL.NS,66.63104889453504,68.68484669626734,66.22342271197138,67.7755355834961,31336737.0,0.02319533393510853
2022-01-04,CACI,274.3999938964844,279.8500061035156,274.3999938964844,278.45001220703125,106600.0,0.019701925288428956
2022-01-04,CHG.L,310.2231625643644,310.2231625643644,294.23742793946957,296.7351989746094,674402.0,
2022-01-04,ESLT,172.62205555523985,173.00719482950817,171.17776123855134,171.99620056152344,15200.0,0.021151495457293334
2022-01-04,FCT.MI,4.768083095550537,4.841736793518066,4.733194828033447,4.775835990905762,400114.0,0.01734100171123565
2022-01-04,GD,189.37285692700493,192.44347369128798,188.59387970963348,192.0720977783203,1129400.0,0.02212491671853356
2022-01-04,HAG.DE,12.18889364447576,12.323047546590018,11.958913829406468,12.16972827911377,101600.0,0.01114648293602638
2022-01-04,HAL.NS,574.8708274667216,588.909108197501,573.2671431753006,580.4024658203125,2104244.0,0.012077477725239039
2022-01-04,HII,169.4997048261137,173.9804225455471,169.29191932659444,171.1799774169922,443700.0,0.018544333678342406
2022-01-04,HO.PA,69.26020552835689,70.35092163085938,69.13295635658223,70.35092163085938,305750.0,0.02191699176119344
2022-01-04,IDR.MC,9.03863597326508,9.160652971909995,8.935391233693498,8.95416259765625,698061.0,-0.010886535207944026
2022-01-04,KOG.OL,51.134169132365436,51.91538657413123,51.134169132365436,51.453758239746094,476800.0,0.0062500582826010564
2022-01-04,KTOS,19.760000228881836,20.0,19.56999969482422,19.979999542236328,544400.0,0.016793889573150977
2022-01-04,LDO.MI,6.036944152513153,6.164670560781065,6.031309130984559,6.042579174041748,7813867.0,0.007200987918315915
2022-01-04,LDOS,85.55408507043197,87.28311294818631,85.42180987122579,86.81069946289062,891100.0,0.017948206404999834
2022-01-04,LHX,193.62071989962354,198.1673015593158,193.320657720142,194.602783203125,1443700.0,0.011532681058651129
2022-01-04,LMT,313.5927206792466,320.6578931364068,313.3104604824036,319.29071044921875,1361100.0,0.02153175310657396
2022-01-04,NOC,358.8901716975789,368.43797763353416,358.8901716975789,367.64154052734375,740500.0,0.02972531775472298
2022-01-04,PLTR,18.610000610351562,18.84000015258789,17.790000915527344,18.170000076293945,39643200.0,-0.019427986886747073
2022-01-04,QQ.L,266.7180461799775,272.1123376460977,266.7180461799775,271.9125671386719,1345859.0,
2022-01-04,RHM.DE,80.23509496903795,82.09839711842739,80.10334662230319,81.19497680664062,145285.0,0.01649387919541545
